Amount,Collateral,CustomerID,EndDate,InterestRate,LoanID,LoanType,PaymentFrequency,StartDate,Status
40262.15,tree,416367,2052-12-21,6.19,4720248441131,Personal,Annually,2023-02-02,Closed
18864.31,organization,435505,2035-08-16,13.77,1101175635578,Auto,Annually,2020-09-11,Active
98233.87,inside,440702,2050-01-18,12.29,7745594495686,Personal,Quarterly,2020-01-20,Active
80193.47,difference,400598,2037-07-14,11.9,6591526442431,Personal,Quarterly,2020-09-01,Defaulted
65107.74,front,447431,2039-09-27,3.86,9528904685827,Auto,Monthly,2021-11-11,Closed
7235.72,scene,409796,2051-08-12,14.79,2587980201929,Personal,Annually,2022-08-05,Closed
56066.18,consumer,402078,2034-09-04,12.17,1295480435684,Mortgage,Annually,2020-12-19,Defaulted
38653.23,common,449533,2045-03-28,3.1,8368378054174,Mortgage,Monthly,2023-05-30,Closed
75766.2,a,410604,2033-02-15,10.39,9557881879251,Auto,Quarterly,2024-01-02,Defaulted
36294.41,key,405981,2032-12-12,4.93,8711119337668,Mortgage,Quarterly,2021-02-20,Defaulted
54980.62,these,407438,2040-04-07,14.82,2253398354736,Mortgage,Monthly,2023-04-28,Active
24944.51,set,429063,2038-01-15,2.79,9521288563431,Personal,Monthly,2021-02-24,Closed
90589.95,current,435212,2040-06-20,8.6,4402223519675,Personal,Monthly,2020-03-28,Active
50122.57,see,401395,2043-02-10,7.6,1747065128759,Mortgage,Quarterly,2020-11-16,Active
63302.31,help,444727,2050-05-13,9.55,7037765638929,Mortgage,Monthly,2021-10-07,Active
96220.37,between,430444,2036-04-04,12.87,5335306575475,Personal,Annually,2023-02-16,Active
63543.56,bad,409301,2048-01-07,4.67,5476511803564,Auto,Monthly,2022-04-05,Defaulted
23178.6,open,400247,2029-07-09,8.32,6258109982537,Mortgage,Quarterly,2024-03-08,Defaulted
82641.71,whatever,404789,2032-12-21,9.65,1587639066998,Mortgage,Monthly,2023-10-16,Active
96151.85,although,405698,2045-05-01,11.88,9489149438043,Mortgage,Quarterly,2021-10-18,Defaulted
38575.86,student,436248,2042-09-11,9.28,4889198440581,Mortgage,Quarterly,2023-06-24,Closed
48774.61,scene,443783,2025-10-26,8.92,4684193152430,Mortgage,Quarterly,2022-10-21,Active
78387.92,end,407418,2047-05-25,3.01,2576196124375,Auto,Annually,2023-05-17,Defaulted
16147.44,baby,411706,2036-07-10,3.38,8927653147103,Personal,Monthly,2021-03-03,Defaulted
26429.19,very,443890,2025-10-07,4.51,2856112411503,Personal,Monthly,2021-02-09,Defaulted
12784.47,its,413006,2034-07-08,5.43,6044760169858,Mortgage,Monthly,2020-05-21,Active
28336.12,expert,402312,2047-08-17,14.16,5089618944498,Auto,Quarterly,2021-01-29,Defaulted
61098.99,history,433456,2038-10-11,3.84,2992167977787,Personal,Monthly,2020-11-02,Closed
58652.37,decade,417255,2034-04-03,8.25,5022986288123,Auto,Quarterly,2022-09-20,Closed
14654.48,know,448689,2048-12-12,10.94,1915522098697,Mortgage,Monthly,2020-06-29,Active
90405.95,impact,445307,2049-08-04,6.07,6509954852725,Auto,Quarterly,2022-01-08,Active
73721.74,four,411412,2027-11-28,3.26,8184601623645,Personal,Monthly,2020-09-30,Closed
97220.07,far,441384,2047-02-25,14.83,8576801453138,Auto,Annually,2022-08-28,Active
85509.5,measure,443473,2026-01-06,9.25,9266831337624,Auto,Monthly,2020-02-04,Defaulted
58427.23,debate,429431,2030-09-27,9.15,4360255360311,Mortgage,Monthly,2021-10-28,Active
43563.9,government,431428,2042-04-19,11.82,2267819687244,Auto,Annually,2022-03-17,Closed
73365.64,letter,419896,2051-12-14,9.48,6931121277543,Personal,Monthly,2023-09-18,Active
5464.23,half,430707,2049-11-11,12.43,8787648829928,Auto,Quarterly,2021-11-15,Closed
40244.32,protect,400542,2037-01-01,8.96,7963922556373,Mortgage,Annually,2020-10-02,Closed
73686.23,send,411976,2026-12-29,4.3,4845815958593,Personal,Monthly,2023-06-21,Defaulted
29983.71,government,429934,2039-10-11,4.23,6877191628256,Mortgage,Quarterly,2022-11-09,Active
65004.97,blue,409503,2036-12-11,5.2,4968961446592,Mortgage,Monthly,2020-08-14,Closed
34827.12,than,405444,2048-02-18,9.53,7445972933359,Mortgage,Quarterly,2021-11-26,Closed
27167.3,choice,414493,2029-02-05,13.79,1279036600431,Mortgage,Annually,2024-02-20,Defaulted
59665.25,start,433630,2037-08-20,13.35,7950116236997,Personal,Annually,2022-01-19,Defaulted
60092.82,need,429712,2042-03-11,13.5,9479633766550,Auto,Monthly,2024-01-06,Defaulted
19405.03,concern,407887,2051-02-18,14.59,3700767559338,Personal,Quarterly,2023-08-12,Closed
13038.48,agent,431657,2052-08-19,5.07,2733751584505,Mortgage,Annually,2022-07-20,Closed
73159.11,word,418678,2035-11-24,10.75,9602460721568,Mortgage,Monthly,2023-01-22,Defaulted
86044.47,traditional,440707,2039-05-29,4.68,2640378888808,Auto,Monthly,2020-06-17,Closed
41508.01,vote,410081,2045-10-27,12.48,2036723446967,Mortgage,Monthly,2024-06-22,Defaulted
25703.02,family,419552,2042-09-07,13.89,3957642881947,Mortgage,Monthly,2020-02-29,Active
29364.48,cold,439519,2027-06-14,11.64,5904031449034,Auto,Quarterly,2022-06-17,Closed
87991.99,agreement,400229,2040-02-28,14.36,6489212371316,Auto,Monthly,2022-04-14,Active
39278.32,that,435433,2047-07-02,2.59,8174213728074,Mortgage,Quarterly,2024-06-04,Active
94235.08,hard,441024,2033-11-05,13.46,2411186474288,Personal,Annually,2021-11-20,Closed
75428.78,course,415906,2025-11-19,13.83,2458499932523,Auto,Annually,2020-03-01,Active
72064.81,different,422093,2026-07-30,4.6,2812850761245,Mortgage,Monthly,2022-08-31,Closed
69102.81,stay,422194,2052-07-19,12.18,8659021994752,Auto,Monthly,2023-06-02,Active
47290.76,half,401284,2029-04-11,8.27,2762395868399,Mortgage,Annually,2023-06-10,Active
51797.55,have,426665,2043-09-18,8.45,2373167979439,Mortgage,Annually,2023-01-02,Active
40246.47,early,415446,2026-11-23,14.29,7388134419865,Mortgage,Quarterly,2022-08-13,Active
63778.75,property,433335,2026-11-04,14.26,7264077424128,Mortgage,Annually,2022-09-06,Active
33929.47,myself,413564,2037-12-24,12.4,4048576705823,Auto,Quarterly,2023-10-27,Defaulted
73053.67,method,409947,2052-05-20,8.92,4677914866855,Mortgage,Annually,2024-04-25,Defaulted
61917.74,go,423432,2038-09-06,9.53,2206587311300,Personal,Quarterly,2023-05-20,Defaulted
39911.4,indeed,427720,2045-09-06,7.67,1627484795942,Mortgage,Monthly,2023-08-31,Active
5070,member,409253,2049-03-23,7.83,4296363083974,Auto,Quarterly,2022-01-03,Active
50204.21,system,408279,2029-05-21,8.21,9528235468314,Personal,Quarterly,2023-08-29,Active
31934.69,year,423668,2038-01-02,2.7,5883509744281,Personal,Annually,2021-01-06,Defaulted
99822.34,nearly,434777,2046-02-16,6.19,3802405404591,Personal,Quarterly,2021-02-27,Defaulted
18269.85,pick,404213,2036-02-12,6.35,1191475688433,Auto,Monthly,2020-02-24,Defaulted
94290.12,spend,431888,2052-07-04,9.75,8301262867129,Personal,Quarterly,2020-10-15,Defaulted
20491.2,score,437658,2040-02-03,8.96,2477751737140,Personal,Monthly,2022-04-28,Closed
94730.07,cut,418361,2052-03-27,14.43,4787310877552,Auto,Quarterly,2022-09-17,Closed
11205.76,offer,435288,2053-03-18,8.6,2251429156354,Mortgage,Quarterly,2023-11-09,Closed
97989.59,practice,423611,2036-03-29,2.74,8248681556457,Auto,Annually,2021-06-25,Active
44512.88,eat,437134,2052-08-14,2.57,5782549992559,Mortgage,Annually,2024-01-14,Closed
77540.03,have,418532,2034-09-11,10.04,2992572853919,Personal,Annually,2022-08-29,Defaulted
31257.65,money,422760,2054-01-10,12.06,1085566690698,Personal,Quarterly,2024-06-25,Defaulted
46372.13,large,447345,2037-09-14,11.92,7366317535194,Auto,Annually,2020-02-25,Closed
92858.66,your,406232,2030-06-07,9.25,9103344017493,Personal,Quarterly,2024-05-26,Closed
34772.79,behavior,433901,2046-09-17,12,1222290977439,Auto,Annually,2024-03-13,Closed
13995.06,use,411440,2045-07-30,2.78,5101254995231,Personal,Quarterly,2023-01-11,Closed
94579.23,various,431128,2044-02-16,8.03,5372080213289,Mortgage,Quarterly,2020-03-02,Closed
99014.33,budget,446159,2039-12-05,10.35,9763859652874,Auto,Annually,2021-01-21,Active
54885.48,would,424458,2051-09-11,14.78,9225529422037,Mortgage,Monthly,2022-11-24,Closed
81553.5,economic,446052,2030-10-18,4.49,5337489864764,Mortgage,Monthly,2024-03-15,Defaulted
58355.22,air,423462,2046-07-09,3.77,1447937358592,Mortgage,Annually,2022-11-22,Closed
46767.1,office,449189,2043-03-02,2.86,4228913105621,Mortgage,Monthly,2020-12-29,Defaulted
96655.65,service,405626,2043-07-05,10.51,2834938157836,Personal,Monthly,2022-04-21,Closed
25672.08,order,409439,2044-04-22,6.27,4593021626123,Mortgage,Annually,2022-04-15,Defaulted
37457.12,customer,414257,2027-09-09,7.59,7297919313327,Mortgage,Monthly,2023-05-10,Active
76699.81,relationship,403221,2039-02-04,4.66,3072410036499,Mortgage,Annually,2024-05-14,Active
9269.17,collection,420738,2029-10-21,8.89,2981157546775,Mortgage,Quarterly,2024-05-11,Active
94493.99,fly,426909,2052-12-24,4.34,9709451342142,Personal,Quarterly,2023-08-10,Closed
85420.34,usually,448515,2045-06-27,13.47,8846539911464,Personal,Monthly,2023-01-05,Closed
61831.99,fight,441217,2042-10-06,10.53,1415293236380,Personal,Annually,2021-10-02,Defaulted
95355.72,natural,438956,2027-08-29,7.89,2835199319575,Mortgage,Monthly,2022-09-27,Defaulted
28002.51,represent,411455,2040-06-28,5.05,2830630352212,Auto,Quarterly,2023-09-09,Closed
86717.27,exist,431768,2031-05-31,9.12,1648729100726,Auto,Quarterly,2024-04-16,Defaulted
35184.37,school,409714,2040-08-19,14.7,5097267126785,Personal,Monthly,2021-11-05,Closed
39621.53,join,405406,2036-09-06,3.68,3702725270883,Auto,Quarterly,2020-03-09,Defaulted
55678.74,important,442733,2029-10-01,10.95,9293581431670,Mortgage,Monthly,2020-02-20,Defaulted
17534.09,table,419820,2052-07-08,7.3,9910563180579,Auto,Annually,2021-12-14,Defaulted
41568.2,join,432043,2032-02-20,7.03,5092979754656,Mortgage,Quarterly,2022-07-01,Defaulted
34032.06,try,431977,2025-10-04,8.53,3865951912042,Mortgage,Annually,2020-03-04,Closed
75216.51,visit,441941,2026-12-05,4.25,1977507235618,Auto,Quarterly,2023-04-21,Active
70769.16,can,423803,2030-11-27,12.09,7682083960933,Auto,Quarterly,2024-02-27,Closed
75329.17,itself,424295,2047-07-07,3.66,8779542403425,Personal,Quarterly,2023-04-24,Closed
98338.22,miss,417705,2037-06-18,4.64,1506261725677,Auto,Annually,2020-01-01,Closed
75296.67,every,432002,2044-02-20,3.28,5431791339129,Personal,Monthly,2022-12-12,Closed
51467.17,similar,439537,2036-10-05,11.36,5994862457122,Personal,Monthly,2020-04-06,Defaulted
61658.08,baby,434899,2044-03-03,12.02,7021729929175,Auto,Monthly,2020-01-27,Active
95458.93,full,420122,2037-10-21,12.74,3801725178334,Personal,Quarterly,2020-07-10,Closed
73131.23,model,414705,2052-10-23,7.13,1927916213812,Mortgage,Annually,2022-01-24,Defaulted
37214.78,describe,415437,2030-05-19,6.94,8769250110342,Mortgage,Annually,2022-02-13,Closed
44782.06,subject,443157,2042-06-07,9.11,2033657522988,Personal,Monthly,2022-06-08,Active
22459.78,ground,410346,2040-04-28,3.89,3827142358556,Auto,Annually,2022-11-13,Closed
35066.38,catch,446757,2046-05-08,14.6,2101271659942,Personal,Quarterly,2021-02-09,Closed
23159.24,measure,425234,2051-04-09,13.74,5507260836295,Mortgage,Quarterly,2021-02-10,Closed
15966.01,sit,411580,2032-10-17,7.38,9716663285246,Personal,Annually,2022-12-02,Active
93851.69,scientist,446546,2053-02-08,13.48,7260005748090,Mortgage,Annually,2023-05-01,Active
26217.98,scene,420979,2045-08-17,12.38,5930079742461,Mortgage,Annually,2022-01-12,Closed
32731.37,science,440022,2053-06-04,5.94,3240653589827,Mortgage,Quarterly,2024-05-20,Active
75167.07,else,430730,2049-05-04,12.98,6295041404161,Mortgage,Monthly,2023-08-23,Active
11088.41,reality,410667,2033-03-26,6.39,3683556920888,Personal,Quarterly,2021-12-08,Closed
82597.16,product,442941,2042-02-27,9.59,3799743173898,Mortgage,Monthly,2020-03-13,Closed
22191.98,sell,435314,2039-06-17,14.44,7827979203306,Auto,Monthly,2023-04-20,Active
32785.07,great,443934,2025-11-03,13.94,8554033472911,Personal,Annually,2024-03-16,Defaulted
63642.07,yes,414797,2053-07-31,4.16,2086677221484,Personal,Monthly,2020-10-05,Active
56458.82,create,400910,2047-06-05,8.97,6339569318897,Auto,Monthly,2020-08-22,Active
63465.94,room,437284,2034-05-18,13.02,6920342593958,Mortgage,Annually,2022-04-24,Defaulted
71595.04,network,413005,2052-04-30,6.58,1258570389071,Auto,Annually,2023-12-17,Closed
5119.97,save,412237,2037-08-04,12.22,6499235696358,Auto,Annually,2023-09-13,Active
75362.11,decade,429595,2033-07-10,6.76,8620767346895,Auto,Quarterly,2023-03-04,Active
5829.8,college,424865,2053-08-31,6.16,6832569711352,Auto,Monthly,2020-11-06,Active
14905.62,both,425103,2037-10-02,12.34,8790027205177,Auto,Quarterly,2022-09-14,Active
37527.96,product,434481,2046-08-29,10.09,8642705574092,Mortgage,Monthly,2020-08-07,Defaulted
10003.65,standard,444028,2035-04-27,6.12,6375604329340,Personal,Monthly,2023-08-26,Defaulted
62591.05,data,429645,2026-12-10,11.41,9524570842969,Personal,Monthly,2022-11-29,Defaulted
18101.51,surface,402296,2042-05-16,6.47,1195064354619,Personal,Quarterly,2021-07-18,Closed
81172.42,list,425592,2050-07-14,6.34,6446463413624,Mortgage,Annually,2023-06-08,Closed
73130.78,everything,402963,2033-06-21,6.68,5774592718489,Mortgage,Annually,2022-03-18,Closed
60154.07,rather,430322,2030-11-06,3.78,3603490405358,Personal,Annually,2023-05-29,Active
93580.75,late,404748,2036-03-22,8.77,7183853368398,Personal,Annually,2020-06-19,Active
44107.88,above,402038,2027-02-01,3.5,9041011627852,Mortgage,Annually,2022-11-27,Active
72294.05,leader,432104,2048-12-07,14.48,6295086817513,Mortgage,Monthly,2021-04-21,Closed
26434.35,look,417852,2042-02-01,10.03,7081144063716,Mortgage,Quarterly,2020-08-01,Active
20458.88,including,429100,2050-10-20,11,4110462676511,Personal,Monthly,2020-06-13,Defaulted
46322.66,include,436917,2037-06-06,3.87,5866294225372,Personal,Annually,2021-06-11,Closed
14609.88,run,421234,2029-06-09,7.38,5656672860421,Personal,Monthly,2023-07-22,Closed
71897.46,sign,423743,2053-06-15,13.3,4855329889954,Mortgage,Monthly,2020-09-14,Closed
18122.87,late,407411,2028-11-23,14.18,3260759923219,Auto,Monthly,2020-03-08,Defaulted
96853.57,anyone,411157,2039-05-13,12.98,4164493937756,Personal,Annually,2020-07-08,Defaulted
51154.84,marriage,411477,2027-04-11,10.33,3887286769722,Mortgage,Monthly,2021-09-19,Closed
27878.48,heavy,435209,2038-11-19,11.32,5817175630077,Auto,Quarterly,2022-05-19,Closed
95102.79,wonder,444390,2036-02-15,11.72,4672506169938,Personal,Quarterly,2022-05-20,Active
22190,off,408442,2037-03-28,7.53,6048351423910,Personal,Monthly,2023-07-15,Defaulted
63313.52,ready,419954,2025-11-03,14.33,2810895284757,Personal,Monthly,2021-10-16,Active
22692.24,let,423519,2028-11-28,5.23,4481530217692,Personal,Annually,2022-07-25,Closed
62893.3,itself,418788,2036-03-03,5.49,3443254498405,Mortgage,Quarterly,2022-05-17,Defaulted
71657.22,much,436705,2042-12-25,9.04,7799053505119,Personal,Quarterly,2024-06-24,Active
95349.93,study,447410,2031-02-06,5.42,9249498663905,Mortgage,Monthly,2021-01-12,Active
73760.31,executive,442720,2047-10-07,2.65,4686683184685,Auto,Quarterly,2020-10-12,Active
8043.22,able,447632,2052-05-25,14.12,4497918141754,Personal,Annually,2020-03-19,Active
22844.92,rock,446747,2038-03-04,5.9,7793894091822,Mortgage,Quarterly,2023-02-27,Closed
46262.93,many,436827,2044-08-26,11.95,3440084922459,Mortgage,Quarterly,2020-01-12,Defaulted
87696.26,create,448309,2053-07-22,5.2,5910638387102,Personal,Annually,2020-09-28,Defaulted
58650.86,piece,421262,2043-02-05,13.81,5101027212690,Personal,Quarterly,2020-12-14,Closed
6127.15,trouble,442718,2052-11-03,8.81,2456619279868,Personal,Quarterly,2021-09-08,Closed
5293.44,defense,448411,2026-09-10,2.79,1962223622782,Auto,Quarterly,2022-06-27,Closed
18361.87,between,423194,2037-05-29,4.05,4987201363319,Auto,Annually,2022-07-13,Defaulted
91887.57,talk,423478,2025-08-31,12.48,6132143460012,Personal,Annually,2023-01-04,Active
99608.94,story,401068,2038-05-26,14.06,3595248064406,Mortgage,Annually,2020-11-11,Active
42420.25,fish,408351,2038-09-07,11.04,1953204517009,Mortgage,Quarterly,2024-07-25,Defaulted
78102.72,hope,407787,2028-11-21,4.46,2926220766569,Mortgage,Annually,2020-08-05,Active
32478.09,school,431938,2043-08-17,10.51,6710928590784,Auto,Annually,2022-03-28,Defaulted
59306.56,develop,418286,2042-10-05,4.57,1087789209696,Auto,Annually,2021-03-05,Closed
74866.59,sense,416937,2037-08-28,8.36,9780722910121,Mortgage,Annually,2022-08-06,Active
38575.92,them,408370,2031-11-06,13.3,4470694835781,Personal,Monthly,2021-05-02,Closed
5596.48,run,417472,2047-08-21,11.71,1011882891624,Auto,Monthly,2020-05-21,Defaulted
7792.18,big,413448,2043-10-06,10.67,8128618350312,Mortgage,Annually,2022-06-30,Active
35688.33,laugh,409485,2052-05-05,8.28,3311293579914,Mortgage,Quarterly,2021-05-13,Active
87692.79,decade,416654,2041-12-21,12.09,7514255254150,Personal,Quarterly,2020-04-07,Closed
85174.97,behind,432245,2045-05-01,5.92,2677561499360,Personal,Quarterly,2022-07-07,Defaulted
66708.76,voice,435285,2052-10-04,5.2,9698897972168,Auto,Annually,2020-10-01,Defaulted
80713.12,approach,438969,2026-12-26,7.42,3860670122211,Auto,Monthly,2020-05-03,Closed
33627.31,company,408272,2032-02-02,3.46,2319039285763,Mortgage,Monthly,2021-11-27,Closed
30004.51,morning,418255,2052-11-11,7.18,4972881944370,Personal,Monthly,2024-06-09,Closed
56824.72,several,440634,2042-05-06,7.65,7805833872290,Personal,Quarterly,2021-11-10,Active
64805.74,state,434300,2028-08-31,14.71,1727345490821,Personal,Quarterly,2022-03-14,Closed
68056.83,speech,400864,2038-04-04,3.24,6152441682790,Personal,Quarterly,2024-02-02,Defaulted
77489.98,run,433655,2032-02-21,12.27,7490219192836,Personal,Monthly,2022-11-19,Defaulted
14823,both,401239,2040-08-05,11.86,2035121762342,Auto,Quarterly,2020-04-06,Defaulted
54502.88,at,440803,2049-01-18,8.88,6153356975068,Personal,Quarterly,2022-04-22,Active
46752.65,simply,440099,2051-07-05,4.51,4728211046951,Auto,Monthly,2021-01-17,Closed
92584.29,piece,443953,2044-08-29,6.03,8148617897046,Mortgage,Monthly,2020-07-04,Active
48099.72,treatment,428759,2034-05-19,13.71,5578435949474,Auto,Quarterly,2023-01-06,Closed
70484.19,lead,406228,2053-05-18,11.08,2453619392606,Personal,Quarterly,2022-11-25,Defaulted
48119.71,reason,422247,2028-12-03,4.68,5856179072485,Auto,Monthly,2020-03-07,Active
34483.1,high,420366,2037-06-06,11.36,6527656939788,Personal,Monthly,2020-01-31,Closed
54016.54,sell,411710,2032-09-06,10.69,3101708032276,Mortgage,Monthly,2020-07-09,Closed
25329.34,quickly,418763,2032-01-27,13.24,3627139514799,Personal,Annually,2023-03-07,Active
12528.31,daughter,419564,2043-02-24,9.16,4472260880860,Mortgage,Quarterly,2023-11-13,Active
46373.43,class,436805,2031-07-24,8.86,8816054559582,Mortgage,Monthly,2023-12-04,Active
59715.21,religious,447364,2045-05-03,10.04,4790562833459,Personal,Monthly,2022-12-16,Active
10018.83,much,449073,2050-11-11,5.95,5920784842450,Auto,Quarterly,2021-10-29,Defaulted
26724.39,particularly,435003,2033-03-22,6.24,9042169057100,Personal,Monthly,2023-03-18,Defaulted
27532.01,budget,430345,2034-12-03,5.16,8351563998345,Mortgage,Monthly,2024-06-14,Defaulted
71309.11,mother,447337,2053-08-05,11.97,7420214272751,Auto,Monthly,2021-04-20,Closed
68397.75,level,414165,2052-09-13,10.46,9894245614814,Mortgage,Quarterly,2021-02-02,Active
34976.02,feeling,432559,2043-05-12,6.91,3118456600709,Personal,Annually,2022-12-22,Defaulted
35312.31,general,446962,2040-10-24,8.35,2178286005387,Personal,Annually,2021-11-25,Active
35849.06,several,422467,2029-12-15,6.26,4062041720589,Personal,Annually,2021-12-22,Closed
73756.32,like,402415,2038-01-26,6.04,8661871275371,Mortgage,Quarterly,2023-08-11,Active
15284.69,share,428665,2053-10-10,2.62,9836603698164,Personal,Quarterly,2022-10-12,Defaulted
96747.79,whose,409547,2048-12-21,9.86,8567166071117,Mortgage,Quarterly,2021-01-22,Closed
12574.09,hospital,432601,2031-04-14,9.01,1010745603108,Mortgage,Monthly,2023-01-30,Defaulted
42506.09,democratic,421885,2027-01-11,8.72,8977955194460,Mortgage,Annually,2020-09-01,Defaulted
35608.7,middle,433868,2052-08-01,2.59,6982938651215,Mortgage,Annually,2022-01-18,Defaulted
27303.56,none,428983,2033-07-09,8.27,2701478541939,Auto,Quarterly,2023-10-20,Defaulted
